case_reference_id,court_level,case_type,number_of_cases_alleged,number_of_accused,victim_count,cross_state_indicator,cross_border_indicator,cybercrime_indicator,financial_fraud_indicator,organized_operation_indicator,repeat_offender_indicator,social_engineering_indicator,ipc_420,ipc_468_471,ipc_120b_or_34,evidence_completeness_score,charge_sheet_filed,custody_duration_days,statutory_cert_present,chain_of_custody_complete,fake_call_center_indicator,bulk_corporate_sim_indicator,forged_company_indicator,voip_calling_indicator,vishing_indicator,night_call_ratio,call_burst_frequency,imei_sim_swap_ratio,avg_call_duration_sec,multiple_calling_numbers_indicator,it_act_66d,unauthorized_transfer_amount_inr,amount_credited_to_accused_ratio,account_frozen_indicator,is_fund_transit_velocity_applicable,fund_transit_velocity_minutes,fraudulent_website_count,payment_gateway_count,linked_beneficiary_account_count,card_credential_harvesting_indicator,it_act_66c,victim_identification_success,test_identification_parade_validity,reasonable_doubt_identity_gap,network_degree,network_betweenness,topological_kingpin_score,label_entity_role,label_high_risk_cyber_syndicate,label_public_order_vs_law_and_order,label_bail_or_custody_relief,label_conviction_outcome
NCRB-SYNTH-103894,Supreme Court,Sec 439 CrPC (Regular Bail),4,5,79,1,0,1,1,1,0,1,1,1,1,0.502,1,157,1,1,1,1,1,0,1,0.6018,122,5.7883,271.59,1,1,570943.61,0.1349,0,1,10.07,4,4,7,1,1,1,1,0,32,0.2676,0.0765,4,1,1,0,0
NCRB-SYNTH-103899,High Court,Sec 482 CrPC (Quashing),1,19,31,1,0,1,1,1,0,1,1,1,1,0.5422,1,148,1,1,1,1,0,1,1,0.8845,55,5.9227,81.27,1,1,1148840.27,0.1813,0,1,6.46,3,4,3,1,1,1,1,0,34,0.3028,0.0852,4,1,1,0,0
NCRB-SYNTH-103901,Trial Court,Trial Judgment,7,18,94,1,0,1,1,1,0,1,1,1,1,0.5141,1,106,0,1,1,1,0,0,1,0.6789,83,7.4121,267.98,1,1,3381849.28,0.1182,1,1,19.1,4,4,6,1,1,1,1,0,10,0.0703,0.0293,5,1,1,0,0
NCRB-SYNTH-103902,Supreme Court,Sec 439 CrPC (Regular Bail),4,20,40,1,0,1,1,1,0,1,1,1,1,0.6627,1,110,1,1,1,0,1,0,1,0.7168,108,6.5511,220.71,1,1,869167.69,0.1205,1,1,1.87,2,2,8,1,1,1,1,0,9,0.213,0.0925,5,1,1,0,1
NCRB-SYNTH-103906,High Court,Writ Petition (Detention),45,16,20,1,0,1,1,1,1,1,1,1,1,0.6912,1,69,1,0,1,1,1,0,1,0.5143,80,4.8515,119.56,1,1,2713243.74,0.0093,0,1,15.8,1,1,2,0,1,1,1,0,9,0.0705,0.0306,3,1,1,0,1
NCRB-SYNTH-103907,High Court,Sec 482 CrPC (Quashing),1,14,78,1,0,1,1,1,0,1,1,1,1,0.9478,1,41,1,1,1,1,0,1,1,0.4501,69,6.6254,116.53,1,1,459557.06,0.1495,0,1,8.61,4,3,6,0,1,0,0,1,5,0.1795,0.1002,3,1,1,0,1
NCRB-SYNTH-103916,Trial Court,Sec 439 CrPC (Regular Bail),2,4,47,1,0,1,1,1,1,1,1,1,1,0.4837,1,153,1,1,1,0,1,0,1,0.697,123,4.9741,159.86,1,1,3066559.89,0.0097,1,1,10.61,4,1,9,1,1,1,1,0,7,0.1722,0.0828,5,1,1,0,0
NCRB-SYNTH-103922,Supreme Court,Trial Judgment,1,3,56,1,0,1,1,1,0,1,1,1,1,0.4642,1,38,1,1,1,1,0,0,1,0.6268,75,5.8626,269.41,1,1,3805418.51,0.0531,1,1,28.37,1,3,7,0,1,1,1,0,8,0.1574,0.0716,3,1,1,1,0
NCRB-SYNTH-103936,High Court,Sec 439 CrPC (Regular Bail),4,19,56,1,0,1,1,1,0,1,1,1,1,0.7806,1,156,0,1,1,1,1,0,1,0.7258,78,5.5872,219.55,1,1,3001327.25,0.0341,1,1,9.66,1,3,7,1,1,1,1,0,5,0.1217,0.0679,5,1,1,0,0
NCRB-SYNTH-103937,High Court,Trial Judgment,1,17,47,1,0,1,1,1,1,1,1,1,1,0.9753,0,160,1,0,1,1,1,1,1,0.7689,62,6.6715,69.58,1,1,2875125.85,0.0995,1,1,1.96,2,4,6,1,1,1,1,0,43,0.1898,0.0501,4,1,1,0,1
NCRB-SYNTH-103940,Trial Court,Sec 439 CrPC (Regular Bail),1,6,27,1,0,1,1,1,0,1,1,1,1,0.6782,1,95,0,0,1,1,1,1,1,0.7652,73,5.171,45.48,1,1,2826014.44,0.1666,1,1,7.82,3,3,5,1,1,1,1,0,6,0.0933,0.0479,5,1,1,0,0
NCRB-SYNTH-103944,Trial Court,Sec 439 CrPC (Regular Bail),1,14,97,1,0,1,1,1,0,1,1,1,1,0.5237,1,49,1,1,1,1,0,1,1,0.5257,108,7.4433,199.4,1,1,2336661.7,0.1001,0,1,6.6,4,1,10,1,1,1,1,0,9,0.1445,0.0628,3,1,1,0,0
NCRB-SYNTH-103958,Supreme Court,Sec 439 CrPC (Regular Bail),1,7,10,1,0,1,1,1,1,1,1,1,1,0.5136,1,69,1,1,1,1,0,1,1,0.6543,101,7.0699,100.23,1,1,3121259.71,0.1698,0,1,1.2,5,2,4,0,1,1,1,0,11,0.1855,0.0747,5,1,1,1,0
NCRB-SYNTH-103962,High Court,Sec 439 CrPC (Regular Bail),1,8,78,0,0,1,1,1,1,1,1,1,1,0.4757,0,30,1,1,1,0,0,1,1,0.7941,142,5.0962,113.32,1,1,342053.97,0.1644,1,1,17.05,3,2,2,1,1,1,1,0,9,0.1754,0.0762,3,1,1,1,0
NCRB-SYNTH-103970,Trial Court,Sec 439 CrPC (Regular Bail),2,23,82,1,0,1,1,1,0,1,1,1,1,0.431,1,133,1,1,1,1,0,1,1,0.6689,123,3.0543,80.08,1,1,4183476.33,0.1928,1,1,14.22,5,4,9,1,1,0,0,1,10,0.2141,0.0893,5,1,1,1,0
NCRB-SYNTH-103972,High Court,Sec 439 CrPC (Regular Bail),1,12,27,1,0,1,1,1,0,1,1,1,1,0.7749,1,117,1,0,1,1,1,1,1,0.806,49,2.9993,90.86,1,1,743101.4,0.0621,1,1,4.79,1,3,10,1,1,0,0,1,8,0.2394,0.1089,5,1,1,0,1
NCRB-SYNTH-103977,Trial Court,Writ Petition (Detention),7,9,60,1,0,1,1,1,0,1,1,1,1,0.9497,1,32,1,1,1,1,1,1,1,0.6049,96,3.214,158.11,1,1,1293065.88,0.0739,0,1,13.98,3,4,6,1,1,1,1,0,5,0.1108,0.0618,5,1,1,0,1
NCRB-SYNTH-103978,Trial Court,Sec 439 CrPC (Regular Bail),1,17,57,0,0,1,1,1,0,1,1,1,1,0.6107,1,109,1,1,1,0,1,0,1,1.0,70,6.296,100.58,1,1,1580946.31,0.1122,0,1,2.86,5,2,9,0,1,1,1,0,1,0.6635,0.9572,1,1,1,1,1
NCRB-SYNTH-103980,Trial Court,Sec 439 CrPC (Regular Bail),1,4,35,1,0,1,1,1,1,1,1,1,1,0.8741,1,17,0,0,1,1,1,0,1,0.6791,109,8.0021,284.72,1,1,1295155.74,0.1853,0,1,5.03,5,4,7,0,1,1,1,0,28,0.3037,0.0902,4,1,1,1,0
NCRB-SYNTH-103988,Trial Court,Sec 439 CrPC (Regular Bail),2,10,81,1,0,1,1,1,0,1,1,1,1,0.437,1,115,1,1,1,1,1,1,1,0.6785,110,7.4883,285.11,1,1,4335554.56,0.1635,1,1,1.54,2,2,9,1,1,1,1,0,6,0.1764,0.0907,3,1,1,0,0
NCRB-SYNTH-103995,Trial Court,Sec 482 CrPC (Quashing),7,23,62,1,0,1,1,1,0,1,1,1,1,0.9041,1,102,1,1,1,0,0,1,1,0.7556,112,6.438,91.75,1,1,1169398.45,0.1449,0,1,7.01,5,3,5,1,1,1,1,0,29,0.1329,0.0391,4,1,1,0,1
NCRB-SYNTH-103996,Trial Court,Sec 439 CrPC (Regular Bail),1,14,85,1,0,1,1,1,0,1,1,1,1,0.8307,1,114,1,1,1,0,0,1,1,0.5352,121,5.5359,148.29,1,1,4205873.41,0.0018,1,1,6.81,5,1,6,1,1,1,1,0,11,0.1532,0.0616,5,1,1,0,1
NCRB-SYNTH-103998,Trial Court,Sec 439 CrPC (Regular Bail),1,6,36,1,0,1,1,1,0,1,1,1,1,0.4872,1,82,1,1,1,1,1,1,1,0.9062,121,2.9517,292.95,1,1,3669114.46,0.1935,0,1,7.88,4,4,7,1,1,1,1,0,4,0.1951,0.1212,3,1,1,0,0
NCRB-SYNTH-103999,High Court,Sec 439 CrPC (Regular Bail),7,15,53,0,0,1,1,1,0,1,1,1,1,0.9303,1,51,1,1,1,1,0,0,1,0.7843,67,6.9139,251.88,1,1,4411405.37,0.127,1,1,21.92,4,1,9,0,1,1,1,0,5,0.2046,0.1142,5,1,1,0,1
NCRB-SYNTH-104007,High Court,Sec 439 CrPC (Regular Bail),2,5,33,0,0,1,1,1,0,1,1,1,1,0.4794,1,27,1,1,1,1,1,1,1,0.5417,94,5.9642,175.22,1,1,2388618.72,0.0084,1,1,10.95,3,2,2,1,1,1,1,0,4,0.1165,0.0724,5,1,1,0,0
NCRB-SYNTH-104008,High Court,Sec 439 CrPC (Regular Bail),1,9,92,1,0,1,1,1,0,1,1,1,1,0.5745,1,171,0,0,1,1,1,1,1,0.658,117,6.9152,239.01,1,1,1724312.01,0.0509,1,1,21.04,2,1,5,1,1,1,1,0,31,0.0972,0.028,4,1,1,1,0
NCRB-SYNTH-104012,Trial Court,Sec 439 CrPC (Regular Bail),1,19,52,1,0,1,1,1,0,1,1,1,1,0.8476,1,30,1,1,1,1,1,0,1,0.4784,128,4.6926,170.09,1,1,3587853.56,0.0157,1,1,17.97,4,1,9,1,1,1,1,0,8,0.1633,0.0743,5,1,1,0,1
NCRB-SYNTH-104021,Trial Court,Trial Judgment,15,7,84,0,0,1,1,1,1,1,1,1,1,0.4031,1,149,1,1,1,1,1,0,1,0.9147,116,6.5292,153.74,1,1,2309774.96,0.1826,0,1,7.39,4,3,3,1,1,1,1,0,7,0.1451,0.0698,3,1,1,0,0
NCRB-SYNTH-104027,High Court,Sec 439 CrPC (Regular Bail),1,14,11,1,0,1,1,1,1,1,1,1,1,0.8625,1,40,1,1,1,1,1,1,1,0.6883,68,6.9124,189.82,1,1,692578.05,0.0124,1,1,31.32,5,1,4,1,1,1,1,0,1,0.8531,1.2308,1,1,1,0,1
NCRB-SYNTH-104030,Supreme Court,Sec 482 CrPC (Quashing),4,6,18,1,0,1,1,1,1,1,1,1,1,0.8894,1,107,1,1,1,1,1,1,1,0.6792,126,7.4233,216.78,1,1,695647.3,0.1555,0,1,5.98,4,3,4,1,1,1,1,0,4,0.1423,0.0884,5,1,1,1,1
NCRB-SYNTH-104043,Trial Court,Sec 482 CrPC (Quashing),4,10,36,1,0,1,1,1,0,1,1,1,1,0.6348,1,126,1,1,1,0,1,1,1,0.5974,68,4.3895,114.7,1,1,3671655.76,0.004,0,1,2.86,3,2,6,1,1,1,1,0,6,0.2205,0.1133,5,1,1,0,1
NCRB-SYNTH-104045,Trial Court,Sec 439 CrPC (Regular Bail),1,5,79,1,0,1,1,1,1,1,1,1,1,0.6438,1,27,1,1,1,0,0,1,1,0.8432,74,4.0137,90.36,1,1,2407950.99,0.0001,1,1,1.36,3,3,3,1,1,0,0,1,5,0.2199,0.1227,5,1,1,1,1
NCRB-SYNTH-104046,High Court,Sec 439 CrPC (Regular Bail),7,15,36,1,0,1,1,1,1,1,1,1,1,0.4813,1,120,1,1,1,1,1,0,1,0.5532,114,4.7957,87.97,1,1,2561220.77,0.136,1,1,14.66,4,3,3,1,1,1,1,0,2,0.6364,0.5793,1,1,1,0,0
NCRB-SYNTH-104077,High Court,Sec 439 CrPC (Regular Bail),2,10,65,0,0,1,1,1,0,1,1,1,1,0.6718,1,116,1,1,1,1,0,1,1,0.6984,147,7.5181,270.74,1,1,4217048.78,0.1969,0,1,15.17,4,4,3,1,1,0,0,1,7,0.2303,0.1107,5,1,1,0,1
NCRB-SYNTH-104093,Trial Court,Sec 439 CrPC (Regular Bail),1,4,80,1,0,1,1,1,0,1,1,1,1,0.69,1,144,1,1,1,1,1,0,1,0.698,59,4.5606,278.33,1,1,4171406.81,0.0594,1,1,7.48,3,3,3,1,1,1,1,0,8,0.2276,0.1036,5,1,1,0,1
NCRB-SYNTH-104096,High Court,Sec 439 CrPC (Regular Bail),1,18,35,1,0,1,1,1,1,1,1,1,1,0.5741,1,154,1,1,1,1,0,1,1,0.5963,103,2.9984,284.85,1,1,3893140.6,0.1818,1,1,41.08,3,1,4,1,1,1,1,0,44,0.2266,0.0595,4,1,1,1,0
NCRB-SYNTH-104102,High Court,Sec 482 CrPC (Quashing),1,17,33,1,0,1,1,1,0,1,1,1,1,0.7897,1,100,1,0,1,1,0,0,1,0.8949,103,5.532,278.49,1,1,3041199.08,0.1193,0,1,1.72,4,3,4,1,1,1,1,0,8,0.0696,0.0317,5,1,1,0,1
NCRB-SYNTH-104103,Supreme Court,Sec 439 CrPC (Regular Bail),1,21,35,1,0,1,1,1,1,1,1,1,1,0.94,1,84,1,1,1,1,0,1,1,0.5944,78,5.0969,279.41,1,1,2018862.89,0.1136,1,1,22.3,2,3,5,1,1,1,1,0,33,0.2731,0.0774,4,1,1,0,1
NCRB-SYNTH-104112,Trial Court,Sec 482 CrPC (Quashing),1,23,16,1,0,1,1,1,0,1,1,1,1,0.7493,1,160,1,1,1,1,1,1,1,0.6911,86,3.0434,116.43,1,1,3081712.75,0.1752,1,1,13.55,4,3,9,1,1,1,1,0,18,0.2928,0.0994,4,1,1,0,1
NCRB-SYNTH-104118,Supreme Court,Sec 482 CrPC (Quashing),7,16,39,1,0,1,1,1,0,1,1,1,1,0.5947,1,165,1,1,1,1,1,1,1,0.8853,83,5.2465,188.64,1,1,806028.99,0.0565,1,1,6.13,1,3,4,1,1,1,1,0,11,0.1301,0.0523,5,1,1,1,0
NCRB-SYNTH-104122,Trial Court,Sec 439 CrPC (Regular Bail),1,24,45,1,0,1,1,1,0,1,1,1,1,0.684,1,139,1,1,1,1,0,1,1,0.7303,48,3.2518,294.88,1,1,1846141.41,0.1436,0,1,1.85,4,2,2,1,1,1,1,0,20,0.2732,0.0898,4,1,1,1,1
NCRB-SYNTH-104148,High Court,Sec 482 CrPC (Quashing),1,10,75,1,0,1,1,1,0,1,1,1,1,0.6794,1,18,1,1,1,1,1,1,1,0.5426,109,7.0501,177.88,1,1,2586010.18,0.0269,1,1,7.83,1,2,7,1,1,0,0,1,3,0.7934,0.5723,1,1,1,1,1
NCRB-SYNTH-104154,High Court,Sec 439 CrPC (Regular Bail),2,9,28,1,0,1,1,1,0,1,1,1,1,0.4923,1,89,1,1,1,1,1,0,1,0.7499,45,4.9232,202.19,1,1,2290244.08,0.0091,0,1,4.88,4,4,7,1,1,1,1,0,32,0.3032,0.0867,4,1,1,0,0
NCRB-SYNTH-104157,Trial Court,Sec 439 CrPC (Regular Bail),7,21,100,1,0,1,1,1,0,1,1,1,1,0.6962,1,125,0,1,1,1,1,0,1,0.7941,111,6.7921,289.98,1,1,1652641.74,0.0999,0,1,5.47,5,1,7,1,1,1,1,0,14,0.1223,0.0451,4,1,1,0,0
NCRB-SYNTH-104161,High Court,Sec 439 CrPC (Regular Bail),4,15,80,0,0,1,1,1,0,1,1,1,1,0.8471,1,180,1,1,1,0,1,1,1,0.5274,128,3.7407,119.58,1,1,3780833.59,0.0724,0,1,31.27,4,3,4,0,1,0,0,1,5,0.1293,0.0722,3,1,1,1,1
NCRB-SYNTH-104163,Trial Court,Sec 482 CrPC (Quashing),2,19,32,1,0,1,1,1,1,1,1,1,1,0.69,1,136,0,0,1,1,0,0,1,0.5867,60,4.6208,232.02,1,1,1145236.7,0.1235,1,1,3.05,4,1,4,1,1,1,1,0,5,0.0969,0.0541,3,1,1,0,0
NCRB-SYNTH-104164,Trial Court,Sec 439 CrPC (Regular Bail),1,14,79,1,0,1,1,1,0,1,1,1,1,0.5198,1,91,0,0,1,1,1,1,1,0.5848,111,6.2268,260.61,1,1,1337944.13,0.0927,0,1,5.88,3,1,4,1,1,0,0,1,10,0.2391,0.0997,5,1,1,1,0
NCRB-SYNTH-104166,Trial Court,Trial Judgment,2,16,7,1,0,1,1,1,0,1,1,1,1,0.9744,1,115,1,1,1,1,0,1,1,0.6455,61,4.27,258.1,1,1,4254903.74,0.1466,0,1,1.52,3,4,4,1,1,1,1,0,24,0.2432,0.0755,4,1,1,0,1
NCRB-SYNTH-104173,High Court,Sec 439 CrPC (Regular Bail),4,18,7,1,0,1,1,1,0,1,1,1,1,0.6852,1,169,1,1,1,0,0,1,1,0.3513,122,4.5468,275.98,1,1,436524.99,0.0487,1,1,17.6,1,3,7,1,1,1,1,0,4,0.1752,0.1088,3,1,1,1,1
NCRB-SYNTH-104174,Trial Court,Sec 439 CrPC (Regular Bail),2,14,33,0,0,1,1,1,0,1,1,1,1,0.6563,1,70,0,0,1,1,1,0,1,0.734,64,5.9999,293.55,1,1,1347600.58,0.0395,1,1,3.83,1,2,8,1,1,1,1,0,7,0.0989,0.0475,3,1,1,0,0
NCRB-SYNTH-104181,High Court,Sec 439 CrPC (Regular Bail),1,4,58,1,0,1,1,1,0,1,1,1,1,0.8894,0,166,1,1,1,0,0,1,1,0.4067,136,3.68,54.4,1,1,1762382.22,0.1185,0,1,32.35,2,4,4,1,1,1,1,0,1,0.9219,1.33,1,1,1,0,1
NCRB-SYNTH-104193,Trial Court,Sec 439 CrPC (Regular Bail),7,9,60,1,0,1,1,1,1,1,1,1,1,0.7941,1,68,1,1,1,1,0,1,1,0.6577,97,4.5716,220.81,1,1,1555575.85,0.0581,1,1,18.82,1,3,7,1,1,1,1,0,5,0.0909,0.0507,3,1,1,0,1
NCRB-SYNTH-104199,Trial Court,Sec 439 CrPC (Regular Bail),1,9,25,1,0,1,1,1,0,1,1,1,1,0.4392,1,57,1,1,1,1,1,1,1,0.4513,120,6.6997,278.43,1,1,4439020.51,0.0302,1,1,7.49,3,2,4,1,1,0,0,1,9,0.1144,0.0497,5,1,1,0,0
NCRB-SYNTH-104206,Trial Court,Sec 439 CrPC (Regular Bail),7,19,24,1,0,1,1,1,0,1,1,1,1,0.9217,0,136,1,1,1,0,1,0,1,0.5181,49,8.0069,238.79,1,1,1690759.0,0.0914,1,1,24.03,3,1,2,1,1,1,1,0,7,0.207,0.0995,5,1,1,0,1
NCRB-SYNTH-104208,High Court,Sec 439 CrPC (Regular Bail),2,18,64,0,0,1,1,1,0,1,1,1,1,0.668,0,86,1,1,1,1,1,1,1,0.5815,85,4.526,171.6,1,1,906317.79,0.1828,0,1,17.19,4,1,9,1,1,1,1,0,9,0.2388,0.1037,3,1,1,0,1
NCRB-SYNTH-104213,Trial Court,Sec 439 CrPC (Regular Bail),1,7,79,0,0,1,1,1,1,1,1,1,1,0.6696,1,160,0,0,1,1,1,1,1,0.6187,73,6.3814,175.63,1,1,3608150.61,0.1606,1,1,2.97,1,1,3,1,1,1,1,0,2,0.8904,0.8105,1,1,1,0,0
NCRB-SYNTH-104218,Trial Court,Sec 439 CrPC (Regular Bail),7,13,78,1,0,1,1,1,0,1,1,1,1,0.8448,1,20,0,0,1,1,0,1,1,0.5898,145,3.8461,83.11,1,1,3999519.78,0.1924,1,1,27.87,3,4,5,1,1,0,0,1,29,0.2979,0.0876,4,1,1,0,0
NCRB-SYNTH-104227,Trial Court,Sec 482 CrPC (Quashing),1,21,18,1,0,1,1,1,0,1,1,1,1,0.7073,1,41,1,0,1,1,0,1,1,0.6903,61,5.3846,159.88,1,1,683477.13,0.0211,0,1,5.13,5,1,3,0,1,1,1,0,26,0.211,0.064,4,1,1,0,1
NCRB-SYNTH-104229,Trial Court,Sec 439 CrPC (Regular Bail),4,15,49,1,0,1,1,1,0,1,1,1,1,0.6719,1,175,1,0,1,1,1,1,1,0.7136,40,5.8665,207.99,1,1,3222538.72,0.0392,0,1,2.31,4,2,5,1,1,1,1,0,26,0.1096,0.0333,4,1,1,1,1
NCRB-SYNTH-104233,High Court,Sec 482 CrPC (Quashing),1,12,64,0,0,1,1,1,0,1,1,1,1,0.767,1,160,0,0,1,0,1,0,1,0.6989,103,6.8199,168.56,1,1,3129122.14,0.105,1,1,11.52,1,3,6,0,1,0,0,1,9,0.1376,0.0597,5,1,1,0,0
NCRB-SYNTH-104242,High Court,Sec 439 CrPC (Regular Bail),2,7,58,1,0,1,1,1,0,1,1,1,1,0.6741,1,29,1,1,1,1,1,1,1,0.8891,56,5.32,134.49,1,1,2604216.78,0.1556,1,1,10.33,5,4,3,1,1,1,1,0,9,0.1508,0.0655,5,1,1,1,1
NCRB-SYNTH-104244,Trial Court,Writ Petition (Detention),1,17,97,1,0,1,1,1,1,1,1,1,1,0.7013,0,57,1,1,1,1,0,0,1,0.7716,121,5.5188,174.0,1,1,1623633.06,0.142,0,1,7.5,5,3,6,1,1,0,0,1,11,0.2174,0.0875,3,1,1,1,1
NCRB-SYNTH-104245,Trial Court,Sec 439 CrPC (Regular Bail),1,12,56,1,0,1,1,1,0,1,1,1,1,0.9139,1,180,0,1,1,1,0,1,1,0.5178,90,5.9093,111.66,1,1,278687.02,0.0678,1,1,3.37,2,2,8,1,1,1,1,0,9,0.2435,0.1058,5,1,1,0,0
NCRB-SYNTH-104251,High Court,Sec 439 CrPC (Regular Bail),1,15,67,0,0,1,1,1,0,1,1,1,1,0.6031,1,152,1,1,1,1,1,0,1,0.7254,145,6.306,277.26,1,1,1674119.35,0.1104,0,1,5.45,3,2,8,1,1,0,0,1,39,0.2575,0.0698,4,1,1,0,1
NCRB-SYNTH-104254,Trial Court,Sec 439 CrPC (Regular Bail),1,11,56,1,0,1,1,1,1,1,1,1,1,0.768,1,100,0,0,1,1,1,1,1,0.6112,43,5.8586,135.75,1,1,2846710.53,0.1022,1,1,10.57,1,3,10,0,1,0,0,1,33,0.1273,0.0361,4,1,1,0,0
NCRB-SYNTH-104258,High Court,Writ Petition (Detention),2,22,26,1,0,1,1,1,1,1,1,1,1,0.9364,1,117,1,1,1,1,0,1,1,0.6091,98,7.0998,186.42,1,1,3095552.94,0.1979,0,1,8.79,4,3,9,1,1,1,1,0,34,0.312,0.0878,4,1,1,0,1
NCRB-SYNTH-104259,Trial Court,Sec 439 CrPC (Regular Bail),1,23,59,1,0,1,1,1,0,1,1,1,1,0.6382,1,49,1,1,1,1,1,1,1,0.5654,104,4.6152,278.83,1,1,742827.86,0.128,1,1,8.08,4,2,8,1,1,1,1,0,5,0.246,0.1373,5,1,1,1,1
NCRB-SYNTH-104260,Trial Court,Sec 482 CrPC (Quashing),4,9,7,1,0,1,1,1,1,1,1,1,1,0.4596,1,66,1,1,1,1,1,1,1,0.8,71,5.588,160.25,1,1,1534492.12,0.1138,0,1,1.59,1,3,3,1,1,1,1,0,31,0.106,0.0306,4,1,1,0,0
NCRB-SYNTH-104263,High Court,Sec 439 CrPC (Regular Bail),7,8,6,1,0,1,1,1,1,1,1,1,1,0.7421,1,49,1,1,1,0,1,1,1,0.8146,87,7.1088,144.35,1,1,2228338.24,0.1976,0,1,3.01,3,2,7,1,1,1,1,0,9,0.1916,0.0832,5,1,1,0,1
NCRB-SYNTH-104264,High Court,Sec 439 CrPC (Regular Bail),1,18,63,1,0,1,1,1,1,1,1,1,1,0.4538,1,86,1,0,1,0,1,0,1,0.6291,77,7.6894,91.06,1,1,2964313.99,0.035,0,1,4.76,5,1,9,1,1,1,1,0,45,0.158,0.0413,4,1,1,0,0
NCRB-SYNTH-104266,Trial Court,Trial Judgment,21,17,32,1,0,1,1,1,0,1,1,1,1,0.7775,1,71,0,1,1,0,1,1,1,0.6604,131,5.6607,277.38,1,1,3512905.3,0.0585,0,1,14.86,5,3,10,1,1,0,0,1,31,0.1891,0.0546,4,1,1,0,0
NCRB-SYNTH-104274,Trial Court,Writ Petition (Detention),2,21,73,1,0,1,1,1,0,1,1,1,1,0.8222,1,25,1,1,1,1,0,0,1,0.8619,109,3.2853,291.97,1,1,1775553.95,0.1292,1,1,2.06,1,4,6,1,1,1,1,0,10,0.183,0.0763,3,1,1,0,1
NCRB-SYNTH-104277,Trial Court,Sec 439 CrPC (Regular Bail),15,12,13,1,0,1,1,1,1,1,1,1,1,0.5853,1,147,0,1,1,1,1,1,1,0.8131,129,6.9494,294.79,1,1,3705501.61,0.0679,1,1,5.35,2,2,8,1,1,0,0,1,10,0.0697,0.0291,5,1,1,1,0
NCRB-SYNTH-104280,High Court,Sec 439 CrPC (Regular Bail),1,14,66,1,0,1,1,1,0,1,1,1,1,0.5995,1,123,0,0,1,0,0,0,1,0.85,56,6.6129,150.35,1,1,1551567.78,0.1799,0,1,10.14,2,4,9,1,1,1,1,0,8,0.0927,0.0422,5,1,1,1,0
NCRB-SYNTH-104291,High Court,Trial Judgment,1,21,79,1,0,1,1,1,0,1,1,1,1,0.6273,1,120,1,1,1,0,0,1,1,0.8194,117,4.4909,220.48,1,1,3580318.56,0.1793,1,1,6.33,3,4,3,1,1,1,1,0,7,0.1003,0.0482,3,1,1,0,1
NCRB-SYNTH-104295,Trial Court,Sec 482 CrPC (Quashing),15,7,39,1,0,1,1,1,0,1,1,1,1,0.4383,0,33,0,0,1,1,1,1,1,0.5331,116,5.0506,122.98,1,1,2013049.59,0.1063,0,1,30.72,1,3,5,0,1,1,1,0,5,0.2054,0.1146,5,1,1,1,0
NCRB-SYNTH-104299,Trial Court,Sec 439 CrPC (Regular Bail),1,6,51,1,0,1,1,1,1,1,1,1,1,0.7987,1,108,1,1,1,1,1,0,1,0.6039,50,4.949,76.95,1,1,1808261.01,0.1143,1,1,6.78,5,1,5,1,1,1,1,0,9,0.2485,0.1079,3,1,1,1,1
NCRB-SYNTH-104307,Trial Court,Writ Petition (Detention),7,12,23,1,0,1,1,1,0,1,1,1,1,0.7921,1,16,1,1,1,1,1,0,1,0.7593,148,6.6501,166.27,1,1,1480289.46,0.0344,1,1,25.96,2,4,4,1,1,1,1,0,30,0.159,0.0463,4,1,1,0,1
NCRB-SYNTH-104319,Trial Court,Sec 439 CrPC (Regular Bail),1,11,99,1,0,1,1,1,0,1,1,1,1,0.9525,1,46,1,1,1,1,1,1,1,0.5954,113,3.9911,202.51,1,1,4427083.07,0.084,1,1,15.37,4,3,5,1,1,1,1,0,35,0.1149,0.0321,4,1,1,1,1
NCRB-SYNTH-104320,Trial Court,Sec 482 CrPC (Quashing),2,20,27,1,0,1,1,1,0,1,1,1,1,0.849,1,44,0,0,1,0,1,0,1,0.6235,49,3.2057,298.79,1,1,1728568.14,0.0455,1,1,6.67,3,1,9,1,1,1,1,0,9,0.2154,0.0936,5,1,1,0,0
NCRB-SYNTH-104324,High Court,Sec 439 CrPC (Regular Bail),7,11,82,0,0,1,1,1,0,1,1,1,1,0.9412,1,52,1,1,1,0,1,1,1,0.658,111,4.806,280.25,1,1,4082231.82,0.09,1,1,6.34,4,1,9,0,1,0,0,1,6,0.1451,0.0746,3,1,1,0,1
NCRB-SYNTH-104333,Trial Court,Sec 482 CrPC (Quashing),7,6,81,1,0,1,1,1,1,1,1,1,1,0.9299,1,133,1,1,1,0,1,1,1,0.7133,143,5.0877,143.71,1,1,851051.57,0.1302,1,1,4.28,5,4,8,1,1,1,1,0,5,0.0656,0.0366,5,1,1,1,1
NCRB-SYNTH-104335,Trial Court,Sec 439 CrPC (Regular Bail),4,3,59,1,0,1,1,1,1,1,1,1,1,0.8361,1,172,1,1,1,1,0,1,1,0.6978,102,6.4876,212.09,1,1,1798616.28,0.0657,0,1,13.57,3,4,2,0,1,0,0,1,6,0.1888,0.097,5,1,1,0,1
