case_reference_id,court_level,case_type,number_of_cases_alleged,number_of_accused,victim_count,cross_state_indicator,property_offence_indicator,organized_operation_indicator,repeat_offender_indicator,ipc_379,ipc_420,ipc_120b_or_34,evidence_completeness_score,charge_sheet_filed,custody_duration_days,statutory_cert_present,chain_of_custody_complete,night_call_ratio,call_burst_frequency,imei_sim_swap_ratio,avg_call_duration_sec,unauthorized_transfer_amount_inr,amount_credited_to_accused_ratio,vehicle_assisted_theft,helmet_concealment_indicator,victim_walking_alone_indicator,victim_approached_from_behind,physical_force_used,stolen_physical_asset_count,stolen_asset_recovered,victim_identification_success,test_identification_parade_validity,reasonable_doubt_identity_gap,ipc_356,ipc_392,ipc_411,ipc_448,ipc_380,network_degree,network_betweenness,topological_kingpin_score,label_entity_role,label_bail_or_custody_relief,label_conviction_outcome
NCRB-SYNTH-102152,High Court,Sec 439 CrPC (Regular Bail),21,3,1,1,1,1,0,1,0,0,0.9665,0,109,0,0,0.0432,3,1.1069,96.72,36139.68,0.0742,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,3,0.0929,0.067,2,1,0
NCRB-SYNTH-102155,Trial Court,Sec 439 CrPC (Regular Bail),1,4,1,0,1,1,1,1,0,0,0.4324,1,44,0,0,0.07,8,1.2506,174.69,8702.65,0.1297,1,1,1,1,1,2,1,0,0,1,1,0,0,1,0,4,0.0412,0.0256,2,1,0
NCRB-SYNTH-102157,High Court,Sec 439 CrPC (Regular Bail),1,2,1,1,1,1,1,1,0,0,0.4317,0,147,0,0,0.0597,1,1.0206,166.64,21463.3,0.0163,1,0,1,1,1,2,1,0,0,1,1,1,1,0,0,1,0.0334,0.0482,2,1,0
NCRB-SYNTH-102168,Trial Court,Trial Judgment,21,5,1,0,1,0,0,1,0,0,0.4937,1,166,0,1,0.0538,4,1.2982,97.36,40485.4,0.1617,1,1,0,1,0,4,0,0,0,1,1,0,1,0,0,3,0.0611,0.0441,2,1,0
NCRB-SYNTH-102172,Trial Court,Writ Petition (Detention),1,2,2,1,1,0,0,1,0,1,0.4389,1,67,0,0,0.0716,1,1.0,122.89,16629.05,0.1919,1,1,1,0,0,3,0,0,0,1,0,1,0,1,0,2,0.09,0.0819,2,1,0
NCRB-SYNTH-102173,High Court,Sec 482 CrPC (Quashing),1,5,2,0,1,0,0,1,0,1,0.7944,1,101,0,0,0.0,8,1.0454,43.54,38302.47,0.1721,1,1,1,1,1,2,0,0,0,1,1,1,1,1,0,3,0.0603,0.0435,2,1,0
NCRB-SYNTH-102183,Trial Court,Sec 439 CrPC (Regular Bail),4,4,2,0,1,0,0,1,0,0,0.8432,1,112,1,1,0.0484,1,1.0715,100.83,41408.19,0.0289,1,1,1,1,0,4,0,0,0,1,0,0,1,1,0,2,0.0557,0.0507,2,1,0
NCRB-SYNTH-102195,Trial Court,Sec 482 CrPC (Quashing),1,4,1,0,1,0,1,1,0,1,0.6086,0,110,0,0,0.0877,4,1.1183,54.67,32290.91,0.0689,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,0.0149,0.0215,2,1,0
NCRB-SYNTH-102202,Trial Court,Writ Petition (Detention),1,5,2,0,1,1,0,1,0,0,0.637,0,102,1,1,0.0735,1,1.0,135.58,40729.63,0.026,1,1,1,1,0,3,1,0,0,1,1,0,1,0,0,1,0.0333,0.0481,2,1,0
NCRB-SYNTH-102204,Trial Court,Sec 439 CrPC (Regular Bail),1,3,2,0,1,0,0,1,0,0,0.7275,1,59,1,1,0.0768,5,1.2417,117.58,32171.77,0.1706,1,1,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0.0482,0.0695,2,1,0
NCRB-SYNTH-102213,Trial Court,Sec 482 CrPC (Quashing),2,5,1,0,1,0,0,1,0,1,0.6095,1,159,0,1,0.0331,9,1.1894,136.57,10790.24,0.1607,0,1,1,0,0,4,1,0,0,1,1,1,0,0,0,3,0.0248,0.0179,2,1,0
NCRB-SYNTH-102220,Trial Court,Sec 482 CrPC (Quashing),4,1,2,0,1,0,0,1,0,1,0.4658,1,45,0,1,0.1124,3,1.0,172.4,7282.93,0.1268,1,1,1,1,1,2,0,0,0,1,1,0,0,0,1,1,0.0562,0.0811,2,1,0
NCRB-SYNTH-102223,Trial Court,Sec 439 CrPC (Regular Bail),1,2,2,0,1,0,1,1,0,0,0.7231,1,100,0,1,0.1009,2,1.0285,65.34,15099.32,0.0317,1,1,1,1,1,2,1,0,0,1,1,1,0,0,0,1,0.097,0.14,2,1,0
NCRB-SYNTH-102225,Trial Court,Sec 482 CrPC (Quashing),1,4,1,0,1,0,0,1,0,1,0.6418,1,42,1,0,0.1271,3,1.0,33.85,9649.04,0.1078,1,1,0,1,1,3,1,0,0,1,1,0,0,0,0,3,0.0785,0.0566,2,1,0
NCRB-SYNTH-102232,High Court,Writ Petition (Detention),7,5,1,0,1,0,0,1,0,1,0.6382,1,150,0,1,0.1472,2,1.283,75.98,5457.02,0.0953,1,0,1,1,0,3,1,1,1,0,0,0,1,0,0,3,0.041,0.0296,2,0,0
NCRB-SYNTH-102238,High Court,Writ Petition (Detention),2,1,2,0,1,1,1,1,0,1,0.4142,1,66,0,1,0.0895,5,1.1997,97.36,41143.65,0.0445,0,1,1,1,1,2,1,0,0,1,1,1,0,0,0,3,0.0946,0.0683,2,1,0
NCRB-SYNTH-102239,Trial Court,Trial Judgment,2,2,2,0,1,1,1,1,0,1,0.718,1,65,0,0,0.0261,5,1.3293,136.1,5587.88,0.1223,1,1,0,1,1,4,0,0,0,1,0,1,0,0,0,1,0.0672,0.0969,2,1,0
NCRB-SYNTH-102242,High Court,Trial Judgment,1,1,1,0,1,0,0,1,0,0,0.5552,1,163,1,0,0.0641,7,1.0468,100.13,5600.1,0.1089,1,0,1,1,1,2,0,1,1,0,0,1,1,0,0,4,0.0248,0.0154,2,0,0
NCRB-SYNTH-102247,Trial Court,Sec 439 CrPC (Regular Bail),7,1,1,0,1,0,1,1,0,0,0.8427,1,51,0,1,0.1006,3,1.0806,114.36,13924.76,0.1275,1,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0.0425,0.0613,2,1,0
NCRB-SYNTH-102250,Trial Court,Sec 482 CrPC (Quashing),1,3,2,0,1,0,1,1,0,0,0.5911,1,33,0,0,0.0839,9,1.1755,75.31,35055.15,0.078,1,1,1,1,0,3,1,0,0,1,1,0,1,0,0,4,0.0419,0.026,2,1,0
NCRB-SYNTH-102251,Trial Court,Trial Judgment,2,2,2,0,1,0,1,1,0,0,0.961,1,94,0,0,0.0309,3,1.1695,177.72,26295.52,0.0606,1,1,1,1,0,2,0,0,0,1,1,1,0,0,1,3,0.0464,0.0335,2,1,0
NCRB-SYNTH-102271,Trial Court,Sec 439 CrPC (Regular Bail),1,2,2,0,1,0,1,1,0,0,0.6994,0,151,0,0,0.1231,6,1.2753,100.03,40653.53,0.1062,1,1,1,0,1,2,1,0,0,1,1,1,1,0,1,1,0.024,0.0347,2,1,0
NCRB-SYNTH-102280,Trial Court,Sec 439 CrPC (Regular Bail),7,4,2,0,1,0,0,1,0,1,0.5183,1,74,1,1,0.1288,9,1.0,73.55,23873.16,0.0663,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,4,0.0394,0.0245,0,1,0
NCRB-SYNTH-102284,Trial Court,Sec 439 CrPC (Regular Bail),1,5,2,0,1,0,0,1,0,1,0.8163,1,104,1,1,0.1112,3,1.0,75.96,31522.84,0.0037,1,1,0,1,0,2,0,0,0,1,1,0,0,0,1,1,0.0459,0.0662,2,1,0
NCRB-SYNTH-102285,Trial Court,Sec 482 CrPC (Quashing),2,5,2,1,1,1,0,1,0,0,0.5906,1,117,1,1,0.1115,9,1.1693,33.16,16240.36,0.0895,1,1,1,1,1,2,0,0,0,1,1,0,0,0,0,4,0.0762,0.0474,2,1,0
NCRB-SYNTH-102290,Trial Court,Sec 482 CrPC (Quashing),2,4,2,0,1,1,0,1,0,0,0.4447,1,22,1,1,0.0689,1,1.0366,54.62,31748.09,0.0142,1,1,1,0,1,1,0,0,0,1,1,1,0,0,1,2,0.0454,0.0413,2,1,0
NCRB-SYNTH-102295,High Court,Writ Petition (Detention),1,3,1,0,1,1,1,1,0,1,0.898,1,84,0,0,0.1465,5,1.1957,55.13,12642.41,0.0967,1,1,1,1,1,3,1,0,0,1,1,0,0,0,0,3,0.0461,0.0333,0,1,0
NCRB-SYNTH-102296,Trial Court,Sec 482 CrPC (Quashing),1,5,1,0,1,0,0,1,1,1,0.5841,1,109,0,1,0.1091,1,1.0,103.4,4634.05,0.121,0,1,0,1,0,2,0,0,0,1,1,0,0,0,0,4,0.0123,0.0076,0,1,0
NCRB-SYNTH-102298,High Court,Sec 439 CrPC (Regular Bail),4,3,1,0,1,0,1,1,0,0,0.69,1,25,1,1,0.0409,2,1.0,73.34,28484.56,0.1365,1,0,1,1,1,4,1,0,0,1,1,0,0,0,0,1,0.0962,0.1388,2,1,0
NCRB-SYNTH-102299,High Court,Trial Judgment,7,3,1,0,1,0,1,1,0,1,0.5484,1,77,0,0,0.0201,3,1.0518,143.05,7677.97,0.1451,1,1,1,1,0,2,0,0,0,1,1,0,0,0,1,1,0.0528,0.0762,2,1,0
NCRB-SYNTH-102307,Trial Court,Sec 439 CrPC (Regular Bail),1,4,1,0,1,0,1,1,1,1,0.6602,1,22,0,0,0.113,1,1.079,175.9,14282.09,0.0047,1,1,1,1,1,4,0,0,0,1,0,1,1,1,0,2,0.0789,0.0719,0,1,0
NCRB-SYNTH-102309,Trial Court,Sec 482 CrPC (Quashing),1,5,2,0,1,0,1,1,0,1,0.8217,1,12,0,0,0.133,5,1.046,100.2,18989.05,0.0379,1,1,1,1,1,3,0,0,0,1,1,0,0,0,1,3,0.0248,0.0179,2,1,0
NCRB-SYNTH-102316,Trial Court,Writ Petition (Detention),7,4,1,0,1,0,0,1,0,1,0.8053,0,52,0,0,0.0868,5,1.0654,136.36,37823.8,0.0624,1,1,0,1,0,4,0,0,0,1,1,1,0,0,0,1,0.0403,0.0581,2,1,0
NCRB-SYNTH-102328,High Court,Writ Petition (Detention),1,5,1,0,1,0,0,1,0,1,0.5811,1,34,0,1,0.0786,4,1.1808,95.49,4136.97,0.1913,1,1,1,1,0,2,0,0,0,1,1,0,0,0,1,4,0.0737,0.0458,2,1,0
NCRB-SYNTH-102330,Trial Court,Sec 482 CrPC (Quashing),1,5,1,0,1,0,0,1,0,0,0.488,1,146,0,0,0.0988,8,1.2618,177.97,36308.67,0.1828,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1,2,0.089,0.081,0,1,0
NCRB-SYNTH-102332,Trial Court,Sec 482 CrPC (Quashing),1,5,2,0,1,0,0,1,0,1,0.659,1,53,0,0,0.0994,1,1.0482,88.52,9101.58,0.1657,0,1,1,1,0,2,0,0,0,1,0,0,0,0,1,4,0.0759,0.0471,2,1,0
NCRB-SYNTH-102335,Trial Court,Sec 439 CrPC (Regular Bail),2,4,1,0,1,1,1,1,0,0,0.8964,1,144,0,1,0.1069,8,1.1856,73.89,22993.78,0.1234,1,1,1,1,0,3,1,0,0,1,1,1,1,0,1,1,0.0934,0.1347,2,1,0
NCRB-SYNTH-102339,Trial Court,Writ Petition (Detention),1,2,2,0,1,0,1,1,0,0,0.4913,1,91,1,1,0.0,5,1.0,63.07,42269.13,0.1919,1,1,1,0,1,6,0,0,0,1,1,1,0,0,0,3,0.0601,0.0433,2,1,0
NCRB-SYNTH-102342,High Court,Trial Judgment,2,1,2,0,1,1,0,1,0,1,0.5549,1,144,0,0,0.0572,6,1.0368,99.01,38574.03,0.1131,1,1,1,0,1,3,1,0,0,1,1,0,0,0,0,2,0.0275,0.025,2,1,0
NCRB-SYNTH-102343,Trial Court,Sec 482 CrPC (Quashing),2,1,1,0,1,0,0,1,0,1,0.6051,1,85,1,1,0.0806,8,1.0293,168.75,6001.29,0.1081,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0.0885,0.1277,2,1,0
NCRB-SYNTH-102350,High Court,Sec 439 CrPC (Regular Bail),1,5,2,1,1,0,1,1,0,0,0.6534,0,41,1,0,0.0875,6,1.1506,160.88,6207.34,0.0837,1,1,1,1,1,4,0,0,0,1,1,1,0,0,0,2,0.0134,0.0122,2,1,0
NCRB-SYNTH-102356,Trial Court,Sec 439 CrPC (Regular Bail),7,1,1,0,1,1,1,1,0,0,0.4922,1,88,0,1,0.0706,1,1.1212,76.72,19019.89,0.013,1,1,1,1,1,6,0,0,0,1,1,0,1,0,0,3,0.0553,0.0399,2,1,0
NCRB-SYNTH-102358,Trial Court,Writ Petition (Detention),1,5,1,0,1,0,1,1,0,0,0.9201,1,49,0,0,0.0628,2,1.2815,143.75,37687.48,0.1224,1,1,0,1,1,3,1,0,0,1,1,1,1,0,0,1,0.0537,0.0774,2,1,0
NCRB-SYNTH-102360,High Court,Sec 439 CrPC (Regular Bail),2,2,1,0,1,1,0,1,0,1,0.5446,1,20,1,0,0.0292,8,1.0997,170.85,14048.47,0.0584,1,1,0,1,0,2,0,0,0,1,1,0,1,1,1,2,0.0859,0.0782,0,1,0
NCRB-SYNTH-102361,Trial Court,Sec 439 CrPC (Regular Bail),1,5,2,0,1,0,1,1,1,0,0.6052,1,35,0,0,0.0436,4,1.135,110.86,28467.08,0.01,1,1,0,1,0,5,1,0,0,1,1,0,1,1,1,1,0.0692,0.0999,2,1,0
NCRB-SYNTH-102366,High Court,Sec 439 CrPC (Regular Bail),1,5,2,0,1,0,1,1,0,0,0.436,1,117,0,1,0.1438,5,1.0,61.82,30732.28,0.1618,0,0,0,1,0,2,0,1,1,0,1,0,1,0,1,2,0.0795,0.0724,0,0,0
NCRB-SYNTH-102367,Trial Court,Sec 439 CrPC (Regular Bail),4,4,1,0,1,1,1,1,0,0,0.8506,1,90,1,1,0.0637,7,1.0,76.17,23837.7,0.1129,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,2,0.0919,0.0837,0,1,0
NCRB-SYNTH-102392,Trial Court,Writ Petition (Detention),1,5,2,0,1,1,0,1,0,0,0.4565,1,165,1,1,0.0,9,1.1441,34.1,30939.83,0.1466,1,0,1,1,1,4,0,1,1,0,1,1,1,1,1,3,0.0686,0.0495,2,1,0
NCRB-SYNTH-102394,Trial Court,Sec 439 CrPC (Regular Bail),4,5,1,0,1,1,0,1,0,0,0.8501,1,77,1,1,0.116,8,1.1413,108.69,10722.74,0.1001,1,1,1,1,0,2,0,0,0,1,0,0,0,1,0,4,0.0258,0.016,2,1,0
NCRB-SYNTH-102397,High Court,Trial Judgment,2,5,2,0,1,0,0,1,0,0,0.7827,1,72,0,0,0.0089,9,1.0,151.81,20435.99,0.0121,1,1,1,1,1,2,0,0,0,1,1,0,1,0,0,4,0.0167,0.0104,2,1,0
NCRB-SYNTH-102398,High Court,Writ Petition (Detention),1,4,2,0,1,0,0,1,0,0,0.4552,1,130,0,0,0.0084,2,1.1664,177.97,34740.32,0.0356,1,1,0,1,0,3,0,0,0,1,1,1,0,0,0,1,0.085,0.1226,2,1,0
NCRB-SYNTH-102402,Trial Court,Sec 482 CrPC (Quashing),2,1,2,0,1,0,0,1,0,1,0.8793,1,122,1,1,0.1525,1,1.2359,87.6,23265.14,0.0679,1,1,1,0,1,2,0,0,0,1,1,1,1,0,1,2,0.0606,0.0551,2,1,0
NCRB-SYNTH-102412,Trial Court,Trial Judgment,1,5,1,0,1,0,1,1,0,0,0.9081,1,96,0,1,0.1739,7,1.0117,108.03,26815.05,0.1874,1,0,1,1,1,2,0,0,0,1,1,0,0,1,0,4,0.0739,0.0459,0,1,0
NCRB-SYNTH-102414,Trial Court,Sec 482 CrPC (Quashing),1,2,2,0,1,1,1,1,0,0,0.9341,1,32,0,0,0.056,1,1.1161,80.78,5445.16,0.0976,1,1,1,1,1,3,1,0,0,1,0,0,1,0,0,3,0.0375,0.027,2,1,0
NCRB-SYNTH-102418,Trial Court,Sec 439 CrPC (Regular Bail),2,4,1,0,1,0,1,1,0,0,0.4845,1,86,0,0,0.0529,2,1.1928,65.93,24772.68,0.1329,1,1,1,1,1,3,1,0,0,1,1,1,0,0,0,1,0.043,0.0621,2,1,0
NCRB-SYNTH-102419,Trial Court,Sec 439 CrPC (Regular Bail),1,1,1,0,1,0,0,1,0,1,0.9444,0,147,0,1,0.0951,4,1.2606,152.88,22391.41,0.1572,1,0,0,1,1,4,1,0,0,1,0,1,1,0,0,4,0.0166,0.0103,2,1,0
NCRB-SYNTH-102421,Trial Court,Sec 439 CrPC (Regular Bail),2,4,2,0,1,0,0,1,0,1,0.6866,1,99,0,0,0.1871,9,1.0224,82.71,35665.52,0.1503,1,1,1,1,0,4,1,0,0,1,1,0,0,0,0,2,0.0737,0.0671,2,1,0
NCRB-SYNTH-102422,High Court,Sec 482 CrPC (Quashing),2,3,2,0,1,0,0,1,0,1,0.4539,1,31,0,0,0.0764,4,1.0,130.4,20914.82,0.0474,1,1,1,1,1,3,0,0,0,1,0,0,1,0,0,1,0.0229,0.0331,2,1,0
NCRB-SYNTH-102427,Trial Court,Sec 482 CrPC (Quashing),2,5,2,0,1,0,0,1,0,1,0.7719,1,23,0,0,0.1296,6,1.0667,76.23,22702.4,0.0014,1,1,1,1,1,4,0,0,0,1,1,0,1,0,0,1,0.0975,0.1407,2,1,0
NCRB-SYNTH-102440,High Court,Writ Petition (Detention),7,3,1,0,1,0,0,1,0,0,0.6529,1,49,0,0,0.0558,2,1.0,149.99,5236.49,0.1706,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,3,0.0391,0.0282,2,1,0
NCRB-SYNTH-102448,Trial Court,Sec 439 CrPC (Regular Bail),4,3,1,0,1,1,0,1,0,1,0.522,1,49,0,0,0.1835,3,1.2334,93.79,19744.45,0.0462,1,1,0,1,1,5,0,0,0,1,0,0,1,0,1,4,0.0465,0.0289,2,1,0
NCRB-SYNTH-102449,Trial Court,Sec 439 CrPC (Regular Bail),27,1,2,0,1,0,0,1,0,1,0.932,1,143,0,0,0.0888,6,1.1892,44.99,19609.71,0.1204,1,1,1,0,1,3,0,0,0,1,0,0,0,0,0,3,0.0681,0.0492,2,1,0
NCRB-SYNTH-102456,High Court,Sec 439 CrPC (Regular Bail),2,2,1,0,1,0,1,1,0,0,0.5633,1,150,1,1,0.0973,7,1.0959,142.34,32732.76,0.0307,1,1,0,1,1,6,1,0,0,1,1,1,0,1,1,4,0.0748,0.0465,2,1,0
NCRB-SYNTH-102468,Trial Court,Sec 439 CrPC (Regular Bail),1,5,2,0,1,0,0,1,0,1,0.96,1,44,0,0,0.0389,7,1.0846,46.47,43446.16,0.0102,1,0,1,0,0,7,0,1,1,0,0,0,0,0,0,2,0.0458,0.0417,2,0,1
NCRB-SYNTH-102477,High Court,Writ Petition (Detention),1,5,2,0,1,0,0,1,0,0,0.7409,1,146,0,0,0.087,8,1.103,47.64,43881.28,0.1154,1,1,1,1,1,4,0,0,0,1,1,0,0,1,0,4,0.0586,0.0364,2,1,0
NCRB-SYNTH-102479,High Court,Writ Petition (Detention),21,5,1,0,1,1,0,1,0,0,0.4519,0,60,1,1,0.1135,5,1.0844,118.15,15727.48,0.1066,1,1,0,1,1,2,1,0,0,1,0,0,1,0,0,1,0.0646,0.0932,2,1,0
NCRB-SYNTH-102484,Trial Court,Sec 439 CrPC (Regular Bail),1,1,2,0,1,0,0,1,0,0,0.4847,0,47,0,0,0.1897,3,1.0149,40.29,4479.73,0.1136,1,1,1,1,1,4,0,0,0,1,1,0,1,1,0,3,0.0939,0.0678,2,1,0
NCRB-SYNTH-102506,Trial Court,Sec 482 CrPC (Quashing),1,4,1,0,1,0,1,1,0,0,0.5003,1,35,0,0,0.007,2,1.1562,53.79,17479.04,0.1374,0,1,1,1,0,1,0,0,0,1,1,0,1,0,1,4,0.0897,0.0557,2,1,0
NCRB-SYNTH-102511,Trial Court,Sec 482 CrPC (Quashing),15,5,1,0,1,0,1,1,1,1,0.3834,1,156,0,1,0.0179,9,1.0275,31.1,7221.79,0.0992,0,0,1,1,1,5,0,1,1,0,1,1,0,0,0,3,0.0715,0.0516,2,0,0
NCRB-SYNTH-102517,Trial Court,Writ Petition (Detention),1,2,2,0,1,0,0,1,0,1,0.8205,0,69,0,0,0.07,8,1.1489,131.67,10469.85,0.039,1,0,1,1,0,2,0,1,1,0,0,1,1,0,0,1,0.0305,0.044,2,1,1
NCRB-SYNTH-102522,Trial Court,Writ Petition (Detention),45,5,2,0,1,0,0,1,0,0,0.4308,1,120,0,0,0.0552,5,1.2573,115.5,23809.44,0.1195,0,0,1,1,1,3,1,1,1,0,1,0,0,1,0,4,0.0146,0.0091,2,0,0
NCRB-SYNTH-102529,Trial Court,Sec 482 CrPC (Quashing),7,5,1,0,1,0,0,1,0,0,0.8076,1,172,0,0,0.1397,2,1.1185,118.1,39172.98,0.0901,1,1,0,1,1,4,1,0,0,1,1,1,0,0,1,3,0.0652,0.047,0,1,0
NCRB-SYNTH-102534,Trial Court,Sec 439 CrPC (Regular Bail),2,1,2,1,1,0,0,1,0,0,0.5641,1,113,0,0,0.0834,8,1.1835,40.6,26945.32,0.1534,0,0,1,1,0,3,1,0,0,1,0,1,1,0,0,1,0.0374,0.054,2,1,0
NCRB-SYNTH-102538,Trial Court,Trial Judgment,21,1,1,0,1,0,1,1,0,1,0.8054,0,146,1,1,0.0049,9,1.0681,118.32,10183.49,0.0246,1,1,1,0,0,2,0,0,0,1,1,1,0,0,0,3,0.0615,0.0444,2,1,0
NCRB-SYNTH-102545,Trial Court,Trial Judgment,1,2,2,0,1,0,0,1,0,1,0.5639,0,106,0,0,0.1468,4,1.0871,48.46,7872.11,0.1529,0,0,1,0,0,2,1,1,1,0,1,1,1,0,0,3,0.0189,0.0137,0,0,0
NCRB-SYNTH-102547,Trial Court,Trial Judgment,1,1,1,0,1,0,0,1,0,0,0.7693,1,129,0,0,0.0,3,1.0567,137.59,3997.7,0.1813,1,1,1,1,0,3,1,0,0,1,1,0,1,0,0,2,0.0193,0.0176,2,1,0
NCRB-SYNTH-102550,Trial Court,Trial Judgment,1,4,1,0,1,1,1,1,0,0,0.6384,1,47,0,0,0.1364,6,1.1255,79.08,16498.72,0.1767,1,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0.0715,0.1032,2,1,0
NCRB-SYNTH-102552,Trial Court,Sec 439 CrPC (Regular Bail),1,2,1,1,1,0,0,1,0,1,0.5296,1,166,1,1,0.1095,9,1.0,92.57,13530.28,0.0182,1,1,0,1,0,2,0,0,0,1,1,0,1,0,0,1,0.072,0.1039,2,1,0
NCRB-SYNTH-102555,Trial Court,Writ Petition (Detention),1,4,2,0,1,0,0,1,0,1,0.7185,1,59,0,0,0.0675,5,1.207,77.75,12729.75,0.1406,1,0,0,0,1,2,0,1,1,0,1,1,1,0,0,2,0.0567,0.0516,2,0,1
NCRB-SYNTH-102559,Trial Court,Sec 439 CrPC (Regular Bail),1,2,2,0,1,1,0,1,0,1,0.5964,1,171,0,1,0.062,4,1.0098,52.92,24058.13,0.1321,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,3,0.0674,0.0486,2,0,0
NCRB-SYNTH-102563,Trial Court,Writ Petition (Detention),1,5,1,0,1,0,1,1,0,0,0.7872,1,154,0,0,0.0777,2,1.0539,120.3,9832.46,0.199,1,1,1,0,1,2,0,0,0,1,1,1,1,0,0,1,0.0932,0.1345,2,1,0
NCRB-SYNTH-102564,Trial Court,Sec 482 CrPC (Quashing),4,5,1,0,1,0,1,1,0,0,0.6009,1,74,0,0,0.0678,3,1.0042,55.08,14178.7,0.0233,1,1,1,1,1,6,1,0,0,1,0,1,0,0,0,3,0.0632,0.0456,0,1,0
NCRB-SYNTH-102581,High Court,Writ Petition (Detention),1,2,1,1,1,1,0,1,0,1,0.9394,1,82,0,1,0.1409,3,1.1857,141.24,28023.84,0.1955,1,1,0,1,1,2,1,0,0,1,0,0,1,0,1,4,0.0602,0.0374,2,1,0
NCRB-SYNTH-102587,Trial Court,Sec 439 CrPC (Regular Bail),1,4,2,0,1,0,1,1,0,0,0.8561,1,177,1,1,0.1342,5,1.3508,41.83,15738.21,0.0873,1,0,1,0,1,2,0,0,0,1,1,0,1,0,1,4,0.0414,0.0257,2,1,0
NCRB-SYNTH-102595,Trial Court,Sec 482 CrPC (Quashing),1,5,2,1,1,1,0,1,0,1,0.8337,1,103,0,0,0.1423,2,1.1238,59.69,43029.52,0.0979,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,4,0.01,0.0062,2,1,0
NCRB-SYNTH-102600,High Court,Writ Petition (Detention),1,2,2,0,1,0,0,1,0,0,0.7308,1,50,1,1,0.0041,4,1.0299,159.19,43015.19,0.0864,1,1,0,1,1,2,1,0,0,1,1,0,1,0,0,2,0.0834,0.076,2,1,0
NCRB-SYNTH-102602,High Court,Sec 482 CrPC (Quashing),4,1,2,0,1,0,1,1,0,0,0.7258,1,180,1,1,0.0594,2,1.1966,70.84,7045.92,0.0051,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,2,0.0807,0.0735,0,1,0
NCRB-SYNTH-102605,Trial Court,Trial Judgment,4,1,1,0,1,0,1,1,0,0,0.6157,1,81,0,1,0.0132,1,1.0,108.91,34101.93,0.1775,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,3,0.0896,0.0646,2,1,0
NCRB-SYNTH-102607,Trial Court,Sec 439 CrPC (Regular Bail),1,2,2,0,1,1,0,1,0,0,0.6694,1,121,0,0,0.0476,3,1.1465,82.23,22346.1,0.1129,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,2,0.0667,0.0607,2,0,1
NCRB-SYNTH-102610,Trial Court,Trial Judgment,21,2,1,0,1,0,0,1,0,0,0.6055,1,92,1,1,0.0625,6,1.0379,124.03,12462.15,0.1487,1,1,0,1,1,2,0,0,0,1,1,0,1,0,1,3,0.0195,0.0141,2,1,0
NCRB-SYNTH-102612,Trial Court,Writ Petition (Detention),1,5,2,1,1,1,0,1,0,0,0.5162,0,17,0,0,0.0366,2,1.0772,158.46,34550.47,0.1197,1,0,1,1,1,3,0,1,1,0,1,0,1,0,1,4,0.0765,0.0475,2,0,0
NCRB-SYNTH-102616,High Court,Writ Petition (Detention),4,4,1,0,1,0,0,1,0,1,0.5309,0,48,0,0,0.1775,4,1.0823,134.51,39824.73,0.0012,1,1,1,1,1,2,0,0,0,1,1,0,0,0,0,1,0.0698,0.1007,2,1,0
NCRB-SYNTH-102627,Trial Court,Sec 439 CrPC (Regular Bail),1,5,1,0,1,0,1,1,0,1,0.8105,1,39,1,1,0.0,6,1.1854,42.47,4439.18,0.0105,1,1,1,1,1,4,0,0,0,1,0,0,0,0,0,2,0.0499,0.0454,2,1,0
NCRB-SYNTH-102633,High Court,Sec 482 CrPC (Quashing),15,3,2,0,1,0,0,1,0,1,0.9814,1,45,1,1,0.0928,9,1.1876,176.95,38949.42,0.1758,1,1,1,1,1,2,1,0,0,1,0,0,1,0,0,2,0.0858,0.0781,2,1,0
NCRB-SYNTH-102634,Trial Court,Sec 439 CrPC (Regular Bail),4,4,2,0,1,0,0,1,0,0,0.9249,1,110,1,1,0.0,2,1.0,36.43,6875.52,0.1369,1,1,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0.0699,0.1009,2,1,0
NCRB-SYNTH-102642,High Court,Sec 439 CrPC (Regular Bail),21,4,1,0,1,0,0,1,0,0,0.8558,1,98,1,1,0.0931,7,1.2658,177.48,11830.16,0.0484,1,1,0,1,0,4,0,0,0,1,1,1,0,0,0,3,0.0877,0.0633,0,1,0
